runNumber, ProgramName, Run Start (Unixtime), Run stop (Unixtime), Duration (s), Run Start, Run Stop, Raw N Hits (Mode), Raw N Hits (Mean), Raw P Hits (Mode), Raw P Hits (Mean), Hits (Mode), Hits (Mean), Tracks (Mode), Tracks (Mean), nSVDEvents, n Verts (Sum), n Verts (Mean), Vert Rate (Hz), Pass Cuts (Sum), Pass Cuts (Mean), Pass Cut Rate (Hz),Last VF48 Event Time,Compilation Date, Analysis Host, Git Branch, Git date, Git hash, Git Hash (long), Git diff (shortstat),
68465,alphaAnalysis.exe,1693619874,1693692272,72398,Sat Sep  2 03:57:54 2023,Sun Sep  3 00:04:32 2023,169,175.682377,68,80.207382,6,20.756204,2,2.169955,1120422,774473,0.691233,10.697436,286562,0.255763,3.958148,72391.589753,2023-09-21	21:18:08,UNKNOWN,A2Run_2023,2023-09-21	15:22:45,eec4898c,eec4898c9bc630f15dbbcbf962636be24f0ea392, 10 files changed; 68 insertions(+); 16 deletions(-),
