Run Number,Event Number,Plot Time (Time axis of TAPlot),Detector Time (detectors internal clock),OfficialTime (run time),CutsType0,CutsType1,CutsType2,Vertex Status,X,Y,Z,Number of Helices,Number of Tracks
68452,409218,0.114900,26150.977929,26151.166550,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,1
68452,409219,0.267722,26151.130751,26151.319372,1, 0, 0, 1,0.454189,5.915120,-9.980142,-1,2
68452,409220,0.270394,26151.133423,26151.322044,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,0
68452,409221,0.430156,26151.293184,26151.481806,1, 0, 0, 1,-4.089936,0.333382,2.894072,-1,2
68452,409222,0.519296,26151.382324,26151.570946,1, 0, 0, 1,2.333710,-4.242878,2.445500,-1,2
68452,409223,0.605248,26151.468277,26151.656898,1, 0, 0, 1,8.541993,-1.479611,-8.327787,-1,2
68452,409224,0.738814,26151.601842,26151.790464,1, 0, 0, 1,8.686304,-1.170151,-9.080711,-1,2
68452,409225,0.794946,26151.657974,26151.846596,1, 0, 0, 1,7.142784,-1.183184,-20.099465,-1,2
68452,409226,0.863093,26151.726121,26151.914743,1, 0, 0, 1,-1.343982,0.292002,-6.884293,-1,2
68452,409227,0.960803,26151.823830,26152.012453,1, 0, 0, 1,-6.166618,-4.561322,2.815019,-1,2
68452,409228,1.037636,26151.900663,26152.089286,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,1
68452,409229,1.090786,26151.953813,26152.142436,1, 0, 0, 1,-2.443239,-4.895237,0.631680,-1,2
68452,409230,1.190114,26152.053142,26152.241764,1, 0, 0, 1,-1.215887,-10.796643,-4.105745,-1,2
68452,409231,1.264492,26152.127519,26152.316142,1, 0, 0, 1,1.154948,-4.369664,-16.761339,-1,2
68452,409232,1.313961,26152.176988,26152.365611,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,1
68452,409233,1.339684,26152.202711,26152.391334,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,1
68452,409234,1.346699,26152.209726,26152.398349,1, 1, 0, 1,2.688033,1.161476,13.949972,-1,3
