Run Number,Plot Time (Time axis of TAPlot),OfficialTime (run time),SIS Channel, SIS Module,Counts
68506,0.0088426000002073124,51749.188870500002,3,0,2
68506,0.010790699998324271,51749.1908186,3,0,1
68506,0.011891999994986691,51749.191919899997,3,0,1
68506,0.050840199997765012,51749.230868099999,3,0,1
68506,0.070386200000939425,51749.250414100003,3,0,1
68506,0.082476999996288214,51749.262504899998,3,0,2
68506,0.13263809999625664,51749.312665999998,3,0,1
68506,0.14013010000053328,51749.320158000002,3,0,2
68506,0.14189849999820581,51749.3219264,3,0,1
68506,0.14216099999612197,51749.322188899998,3,0,1
68506,0.14388779999717372,51749.323915699999,3,0,1
68506,0.14621839999745134,51749.326246299999,3,0,1
68506,0.14671699999598786,51749.326744899998,6,0,1
68506,0.14671699999598786,51749.326744899998,7,0,1
68506,0.1523793999949703,51749.332407299997,3,0,2
68506,0.1692306999975699,51749.349258599999,3,0,1
68506,0.17079589999775635,51749.350823799999,3,0,1
68506,0.17696920000162208,51749.356997100003,6,0,1
68506,0.17696920000162208,51749.356997100003,7,0,1
68506,0.17810359999566572,51749.358131499997,3,0,1
68506,0.2174144000018714,51749.397442300004,3,0,2
68506,0.21802100000058999,51749.398048900002,3,0,1
68506,0.21980970000004163,51749.399837600002,6,0,1
68506,0.21980970000004163,51749.399837600002,7,0,1
68506,0.23018400000000838,51749.410211900002,3,0,1
68506,0.2447117999981856,51749.4247397,6,0,1
68506,0.2447117999981856,51749.4247397,7,0,1
68506,0.2452424000002793,51749.425270300002,3,0,2
68506,0.27488479999738047,51749.454912699999,3,0,2
68506,0.30789329999970505,51749.487921200001,6,0,1
68506,0.30789329999970505,51749.487921200001,7,0,1
68506,0.3102599999983795,51749.4902879,3,0,1
68506,0.31616280000162078,51749.496190700003,3,0,1
68506,0.3184525999968173,51749.498480499999,3,0,1
68506,0.35957960000087041,51749.539607500003,3,0,2
68506,0.36438579999958165,51749.544413700001,6,0,1
68506,0.36438579999958165,51749.544413700001,7,0,1
68506,0.42182209999737097,51749.601849999999,3,0,2
68506,0.4226215000016964,51749.602649400003,3,0,2
68506,0.43276219999825116,51749.6127901,3,0,1
68506,0.43482009999570437,51749.614847999997,3,0,2
68506,0.43953640000108862,51749.619564300003,3,0,1
68506,0.4492275000011432,51749.629255400003,3,0,1
68506,0.45550749999529216,51749.635535399997,6,0,1
68506,0.45550749999529216,51749.635535399997,7,0,1
68506,0.45640329999878304,51749.636431200001,3,0,1
68506,0.46459740000136662,51749.644625300003,6,0,1
68506,0.46459740000136662,51749.644625300003,7,0,1
68506,0.46636459999717772,51749.646392499999,3,0,1
68506,0.48122209999564802,51749.661249999997,3,0,1
68506,0.51232919999893056,51749.692357100001,3,0,1
68506,0.51517299999977695,51749.695200900002,3,0,2
68506,0.53334339999855729,51749.7133713,6,0,1
68506,0.53334339999855729,51749.7133713,7,0,1
68506,0.54202190000069095,51749.722049800002,6,0,1
68506,0.54202190000069095,51749.722049800002,7,0,1
68506,0.56345349999901373,51749.743481400001,3,0,1
68506,0.58501669999532169,51749.765044599997,3,0,2
68506,0.60848329999862472,51749.7885112,3,0,2
68506,0.66495629999553785,51749.844984199997,3,0,2
68506,0.68164769999566488,51749.861675599997,3,0,1
68506,0.6890237999978126,51749.8690517,3,0,1
68506,0.69240929999796208,51749.8724372,3,0,1
68506,0.69297910000022966,51749.873007000002,3,0,1
68506,0.71001059999980498,51749.890038500002,3,0,2
68506,0.72142199999507284,51749.901449899997,3,0,2
68506,0.72607160000188742,51749.906099500004,3,0,1
68506,0.72821039999689674,51749.908238299999,3,0,2
68506,0.72968659999605734,51749.909714499998,6,0,1
68506,0.72968659999605734,51749.909714499998,7,0,1
68506,0.7396662999963155,51749.919694199998,3,0,1
68506,0.74019699999917066,51749.920224900001,3,0,1
68506,0.75002629999653436,51749.930054199998,3,0,2
68506,0.75937889999477193,51749.939406799997,3,0,2
68506,0.75962649999564746,51749.939654399997,3,0,2
68506,0.76571680000051856,51749.945744700002,3,0,1
68506,0.76768169999559177,51749.947709599997,3,0,2
68506,0.77089619999605929,51749.950924099998,3,0,2
68506,0.77198330000101123,51749.952011200003,3,0,2
68506,0.77442080000037095,51749.954448700002,3,0,1
68506,0.78106000000116182,51749.961087900003,3,0,1
68506,0.79244659999676514,51749.972474499998,3,0,2
68506,0.79415299999527633,51749.974180899997,3,0,2
68506,0.85013519999483833,51750.030163099997,3,0,2
68506,0.86387129999639001,51750.043899199998,3,0,2
68506,0.87520599999697879,51750.055233899999,3,0,1
68506,0.89229669999622274,51750.072324599998,3,0,2
68506,0.89293219999672147,51750.072960099998,3,0,2
68506,0.8954163999951561,51750.075444299997,3,0,1
68506,0.90543099999922561,51750.085458900001,3,0,2
68506,0.91664949999540113,51750.096677399997,3,0,1
68506,0.91729399999894667,51750.097321900001,3,0,2
68506,0.91734549999819137,51750.0973734,3,0,1
68506,0.98400330000004033,51750.164031200002,6,0,1
68506,0.98400330000004033,51750.164031200002,7,0,1
68506,0.98659019999468001,51750.166618099996,3,0,2
68506,1.003927300000214,51750.183955200002,3,0,1
68506,1.0087581999978283,51750.1887861,3,0,1
68506,1.0426837999984855,51750.2227117,3,0,2
68506,1.046353799996723,51750.226381699998,3,0,2
68506,1.0512680999963777,51750.231295999998,3,0,2
68506,1.0571848999970825,51750.237212799999,3,0,2
68506,1.060805100001744,51750.240833000003,3,0,1
68506,1.0640912000017124,51750.244119100003,3,0,1
68506,1.068056299998716,51750.2480842,3,0,1
68506,1.0850120999966748,51750.265039999998,3,0,2
68506,1.1004463999997824,51750.280474300002,3,0,1
68506,1.1071159999992233,51750.287143900001,6,0,1
68506,1.1071159999992233,51750.287143900001,7,0,1
68506,1.1085085000013351,51750.288536400003,3,0,1
68506,1.1146702999976696,51750.294698199999,3,0,2
68506,1.1184049000003142,51750.298432800002,3,0,2
68506,1.1212345999956597,51750.301262499997,3,0,2
68506,1.1400682999956189,51750.320096199997,3,0,2
68506,1.1405736999950022,51750.320601599997,6,0,1
68506,1.1405736999950022,51750.320601599997,7,0,1
68506,1.1419556999971974,51750.321983599999,3,0,2
68506,1.1581965000004857,51750.338224400002,3,0,1
68506,1.1589339999991353,51750.338961900001,3,0,2
68506,1.1705204999962007,51750.350548399998,3,0,1
68506,1.1810495999961859,51750.361077499998,3,0,2
68506,1.182730199994694,51750.362758099996,3,0,1
68506,1.1924409999992349,51750.372468900001,3,0,2
68506,1.1999738000013167,51750.380001700003,3,0,1
68506,1.2105949999968288,51750.390622899999,3,0,1
68506,1.2107025000004796,51750.390730400002,3,0,2
68506,1.218493699998362,51750.3985216,3,0,1
68506,1.2208299999983865,51750.4008579,3,0,2
68506,1.2249492999981157,51750.4049772,3,0,1
68506,1.2259827999951085,51750.406010699997,3,0,1
68506,1.2468087000015657,51750.426836600003,3,0,2
68506,1.2732808000000659,51750.453308700002,3,0,2
68506,1.2761026000007405,51750.456130500002,3,0,1
68506,1.3212641999998596,51750.501292100002,3,0,1
68506,1.3536498999965261,51750.533677799998,3,0,1
68506,1.4518310999992536,51750.631859000001,3,0,2
68506,1.4691620000012335,51750.649189900003,6,0,1
68506,1.4691620000012335,51750.649189900003,7,0,1
68506,1.4730874000015319,51750.653115300003,3,0,1
68506,1.4747698999999557,51750.654797800002,3,0,1
68506,1.4772844999970403,51750.657312399999,3,0,1
68506,1.4977685999983805,51750.6777965,3,0,2
68506,1.5041525999986334,51750.6841805,3,0,2
68506,1.5107194000011077,51750.690747300003,3,0,1
68506,1.5154369000010774,51750.695464800003,3,0,2
68506,1.5172899999961373,51750.697317899998,3,0,2
68506,1.5184588999982225,51750.6984868,6,0,1
68506,1.5184588999982225,51750.6984868,7,0,1
68506,1.5369109999955981,51750.716938899997,3,0,2
68506,1.5535868000006303,51750.733614700002,3,0,1
68506,1.5587822000015876,51750.738810100003,3,0,1
68506,1.5652620999971987,51750.745289999999,3,0,1
68506,1.5701673000003211,51750.750195200002,6,0,1
68506,1.5701673000003211,51750.750195200002,7,0,1
68506,1.5826426999992691,51750.762670600001,3,0,2
68506,1.640636899996025,51750.820664799998,3,0,2
68506,1.6473430999976699,51750.827370999999,6,0,1
68506,1.6473430999976699,51750.827370999999,7,0,1
68506,1.6512860000002547,51750.831313900002,3,0,1
68506,1.6615959999980987,51750.8416239,3,0,2
68506,1.6883423999970546,51750.868370299999,3,0,2
68506,1.6971535999982734,51750.8771815,6,0,1
68506,1.6971535999982734,51750.8771815,7,0,1
68506,1.6987641999949119,51750.878792099997,3,0,1
68506,1.7652688000016497,51750.945296700003,3,0,1
68506,1.7720047999973758,51750.952032699999,3,0,1
68506,1.7780147999947076,51750.958042699996,3,0,1
68506,1.7821934999956284,51750.962221399997,3,0,1
68506,1.8002812999984599,51750.9803092,3,0,2
68506,1.8307889999996405,51751.010816900001,3,0,1
68506,1.8377207999947132,51751.017748699996,6,0,1
68506,1.8377207999947132,51751.017748699996,7,0,1
68506,1.8390877999991062,51751.019115700001,3,0,2
68506,1.8592069000005722,51751.039234800002,3,0,1
68506,1.8606634999960079,51751.040691399998,3,0,1
68506,1.8788089000008767,51751.058836800003,3,0,2
68506,1.8901552999959677,51751.070183199998,3,0,1
68506,1.8946614000014961,51751.074689300003,3,0,2
68506,1.9245433999967645,51751.104571299998,3,0,2
68506,1.9401777999955812,51751.120205699997,3,0,2
68506,1.9460662999990745,51751.126094200001,6,0,1
68506,1.9460662999990745,51751.126094200001,7,0,1
68506,1.9460662999990745,51751.126094200001,3,0,2
68506,1.9729249000010896,51751.152952800003,3,0,1
68506,1.9745203999991645,51751.154548300001,3,0,2
