Run Number,Min Time,Max Time,Zero Time
68489,37518.046409,37520.068439,37518.046409
68489,37536.262676,37538.284706,37536.262676
68489,37566.676255,37568.698285,37566.676255
68489,37584.892522,37586.914552,37584.892522
68489,37756.317150,37758.339180,37756.317150
68489,37774.533418,37776.555447,37774.533418
68489,37804.947062,37806.969092,37804.947062
68489,37823.163330,37825.185360,37823.163330
68489,37865.966092,37867.988122,37865.966092
68489,37884.182360,37886.204390,37884.182360
68489,37914.596039,37916.618069,37914.596039
68489,37932.812307,37934.834336,37932.812307
68489,37975.639470,37977.661499,37975.639470
68489,37993.855737,37995.877767,37993.855737
68489,38024.269330,38026.291360,38024.269330
68489,38042.485598,38044.507628,38042.485598
68489,38085.279648,38087.301677,38085.279648
68489,38103.495915,38105.517945,38103.495915
68489,38133.909430,38135.931459,38133.909430
68489,38152.125697,38154.147727,38152.125697
68489,38194.911467,38196.933497,38194.911467
68489,38213.127735,38215.149765,38213.127735
68489,38243.541265,38245.563295,38243.541265
68489,38261.757533,38263.779563,38261.757533
68489,38304.603749,38306.625779,38304.603749
68489,38322.820017,38324.842047,38322.820017
68489,38353.234384,38355.256414,38353.234384
68489,38371.450652,38373.472681,38371.450652
68489,38414.233087,38416.255117,38414.233087
68489,38432.449355,38434.471385,38432.449355
68489,38462.862986,38464.885016,38462.862986
68489,38481.079254,38483.101284,38481.079254
68489,38523.902528,38525.924558,38523.902528
68489,38542.118796,38544.140826,38542.118796
68489,38572.532417,38574.554447,38572.532417
68489,38590.748685,38592.770715,38590.748685
68489,38633.549355,38635.571384,38633.549355
68489,38651.765623,38653.787652,38651.765623
68489,38682.179220,38684.201250,38682.179220
68489,38700.395488,38702.417517,38700.395488
68489,38743.155612,38745.177642,38743.155612
68489,38761.371880,38763.393910,38761.371880
68489,38791.785510,38793.807540,38791.785510
68489,38810.001778,38812.023807,38810.001778
68489,38942.585525,38944.607555,38942.585525
68489,38960.801793,38962.823823,38960.801793
68489,38991.215427,38993.237457,38991.215427
68489,39009.431695,39011.453725,39009.431695
68489,39052.231495,39054.253525,39052.231495
68489,39070.447763,39072.469793,39070.447763
68489,39100.861457,39102.883487,39100.861457
68489,39119.077725,39121.099755,39119.077725
68489,39161.880869,39163.902898,39161.880869
68489,39180.097136,39182.119166,39180.097136
68489,39210.510857,39212.532887,39210.510857
68489,39228.727125,39230.749155,39228.727125
68489,39271.523206,39273.545236,39271.523206
68489,39289.739474,39291.761503,39289.739474
68489,39320.153230,39322.175259,39320.153230
68489,39338.369497,39340.391527,39338.369497
68489,39381.151419,39383.173449,39381.151419
68489,39399.367687,39401.389717,39399.367687
68489,39429.781238,39431.803268,39429.781238
68489,39447.997506,39450.019536,39447.997506
68489,39490.832941,39492.854971,39490.832941
68489,39509.049209,39511.071239,39509.049209
68489,39539.463006,39541.485036,39539.463006
68489,39557.679274,39559.701303,39557.679274
68489,39600.491082,39602.513112,39600.491082
68489,39618.707350,39620.729380,39618.707350
68489,39649.121011,39651.143041,39649.121011
68489,39667.337279,39669.359309,39667.337279
68489,39710.129271,39712.151301,39710.129271
68489,39728.345539,39730.367569,39728.345539
68489,39758.759089,39760.781118,39758.759089
68489,39776.975356,39778.997386,39776.975356
68489,39819.779463,39821.801492,39819.779463
68489,39837.995730,39840.017760,39837.995730
68489,39868.409307,39870.431336,39868.409307
68489,39886.625574,39888.647604,39886.625574
68489,39929.410199,39931.432229,39929.410199
68489,39947.626467,39949.648496,39947.626467
68489,39978.040023,39980.062053,39978.040023
68489,39996.256291,39998.278320,39996.256291
68489,40218.088918,40220.110948,40218.088918
68489,40236.305186,40238.327216,40236.305186
68489,40266.718851,40268.740881,40266.718851
68489,40284.935118,40286.957148,40284.935118
68489,40327.748776,40329.770805,40327.748776
68489,40345.965043,40347.987073,40345.965043
68489,40376.378774,40378.400804,40376.378774
68489,40394.595042,40396.617071,40394.595042
68489,40437.361499,40439.383528,40437.361499
68489,40455.577766,40457.599796,40455.577766
68489,40485.991423,40488.013453,40485.991423
68489,40504.207691,40506.229720,40504.207691
68489,40547.026726,40549.048756,40547.026726
68489,40565.242994,40567.265023,40565.242994
68489,40595.657425,40597.679454,40595.657425
68489,40613.873692,40615.895722,40613.873692
68489,40656.661187,40658.683216,40656.661187
68489,40674.877454,40676.899484,40674.877454
68489,40705.291082,40707.313112,40705.291082
68489,40723.507350,40725.529379,40723.507350
68489,40766.319256,40768.341286,40766.319256
68489,40784.535524,40786.557554,40784.535524
68489,40814.949578,40816.971608,40814.949578
68489,40833.165845,40835.187875,40833.165845
68489,40876.000341,40878.022370,40876.000341
68489,40894.216608,40896.238638,40894.216608
68489,40924.630158,40926.652187,40924.630158
68489,40942.846425,40944.868455,40942.846425
68489,40985.643094,40987.665123,40985.643094
68489,41003.859361,41005.881390,41003.859361
68489,41034.273081,41036.295111,41034.273081
68489,41052.489348,41054.511378,41052.489348
68489,41095.276890,41097.298920,41095.276890
68489,41113.493158,41115.515187,41113.493158
68489,41143.906864,41145.928893,41143.906864
68489,41162.123131,41164.145161,41162.123131
68489,41204.923136,41206.945166,41204.923136
68489,41223.139403,41225.161433,41223.139403
68489,41253.553064,41255.575094,41253.553064
68489,41271.769332,41273.791361,41271.769332
68489,41389.083059,41391.105089,41389.083059
68489,41407.299327,41409.321356,41407.299327
68489,41437.713476,41439.735505,41437.713476
68489,41455.929743,41457.951773,41455.929743
68489,41498.750690,41500.772720,41498.750690
68489,41516.966957,41518.988987,41516.966957
68489,41547.380995,41549.403025,41547.380995
68489,41565.597262,41567.619292,41565.597262
68489,41608.400371,41610.422401,41608.400371
68489,41626.616639,41628.638668,41626.616639
68489,41657.030188,41659.052217,41657.030188
68489,41675.246455,41677.268484,41675.246455
68489,41718.040811,41720.062841,41718.040811
68489,41736.257078,41738.279108,41736.257078
68489,41766.670795,41768.692824,41766.670795
68489,41784.887062,41786.909091,41784.887062
68489,41827.699988,41829.722018,41827.699988
68489,41845.916256,41847.938285,41845.916256
68489,41876.329807,41878.351837,41876.329807
68489,41894.546075,41896.568104,41894.546075
68489,41937.356810,41939.378839,41937.356810
68489,41955.573077,41957.595106,41955.573077
68489,41985.986734,41988.008763,41985.986734
68489,42004.203000,42006.225030,42004.203000
68489,42047.029524,42049.051554,42047.029524
68489,42065.245791,42067.267821,42065.245791
68489,42095.659463,42097.681492,42095.659463
68489,42113.875730,42115.897760,42113.875730
68489,42156.677623,42158.699652,42156.677623
68489,42174.893890,42176.915920,42174.893890
68489,42205.307456,42207.329486,42205.307456
68489,42223.523724,42225.545753,42223.523724
68489,42266.319631,42268.341661,42266.319631
68489,42284.535898,42286.557928,42284.535898
68489,42314.949513,42316.971543,42314.949513
68489,42333.165780,42335.187810,42333.165780
68489,42375.953515,42377.975545,42375.953515
68489,42394.169782,42396.191812,42394.169782
68489,42424.583428,42426.605457,42424.583428
68489,42442.799695,42444.821724,42442.799695
68489,42734.675651,42736.697680,42734.675651
68489,42752.891918,42754.913947,42752.891918
68489,42783.305729,42785.327758,42783.305729
68489,42801.521995,42803.544025,42801.521995
68489,42844.356881,42846.378910,42844.356881
68489,42862.573148,42864.595177,42862.573148
68489,42892.986782,42895.008811,42892.986782
68489,42911.203049,42913.225078,42911.203049
68489,42954.040786,42956.062816,42954.040786
68489,42972.257053,42974.279082,42972.257053
68489,43002.670661,43004.692691,43002.670661
68489,43020.886928,43022.908958,43020.886928
68489,43063.684323,43065.706353,43063.684323
68489,43081.900590,43083.922620,43081.900590
68489,43112.314201,43114.336231,43112.314201
68489,43130.530468,43132.552498,43130.530468
68489,43173.337711,43175.359741,43173.337711
68489,43191.553978,43193.576008,43191.553978
68489,43221.967603,43223.989632,43221.967603
68489,43240.183870,43242.205899,43240.183870
68489,43282.973628,43284.995657,43282.973628
68489,43301.189894,43303.211924,43301.189894
68489,43331.603498,43333.625528,43331.603498
68489,43349.819765,43351.841794,43349.819765
68489,43392.604838,43394.626867,43392.604838
68489,43410.821104,43412.843134,43410.821104
68489,43441.234683,43443.256713,43441.234683
68489,43459.450950,43461.472980,43459.450950
68489,43502.253247,43504.275276,43502.253247
68489,43520.469513,43522.491543,43520.469513
68489,43550.883172,43552.905201,43550.883172
68489,43569.099439,43571.121468,43569.099439
68489,43611.897438,43613.919467,43611.897438
68489,43630.113705,43632.135734,43630.113705
68489,43660.527325,43662.549355,43660.527325
68489,43678.743592,43680.765622,43678.743592
68489,43721.519259,43723.541288,43721.519259
68489,43739.735526,43741.757555,43739.735526
68489,43770.149235,43772.171265,43770.149235
68489,43788.365502,43790.387531,43788.365502
