Run Number,Event Number,Plot Time (Time axis of TAPlot),Detector Time (detectors internal clock),OfficialTime (run time),CutsType0,CutsType1,CutsType2,Vertex Status,X,Y,Z,Number of Helices,Number of Tracks
68489,548101,0.001949,37511.732291,37511.976269,1, 0, 0, 1,1.375289,7.236163,-3.056981,-1,2
68489,548102,0.019120,37511.749462,37511.993440,1, 0, 0, 1,6.077936,-2.804648,11.691998,-1,2
68489,548103,0.056072,37511.786413,37512.030392,1, 0, 0, 1,-3.338306,0.857989,-18.208063,-1,2
68489,548104,0.628899,37512.359238,37512.603218,1, 0, 0, 1,5.911919,2.221095,17.477091,-1,2
68489,548105,0.661569,37512.391909,37512.635889,1, 0, 0, 1,4.293905,6.591275,15.685842,-1,2
68489,548106,0.692163,37512.422503,37512.666483,1, 0, 0, 1,3.066048,9.223321,-15.426572,-1,2
68489,548107,0.744368,37512.474708,37512.718688,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,0
68489,548108,0.963438,37512.693777,37512.937758,1, 0, 0, 1,4.225231,4.028587,4.452834,-1,2
68489,548109,1.024885,37512.755224,37512.999204,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,0
68489,548110,1.221601,37512.951940,37513.195921,1, 0, 0, 1,9.327277,5.807651,15.586208,-1,2
68489,548111,1.378387,37513.108726,37513.352707,1, 0, 0, 1,-3.939517,-1.634435,6.058117,-1,2
68489,548112,1.656485,37513.386823,37513.630805,1, 0, 0, 1,6.082497,4.758388,4.130557,-1,2
68489,548113,1.921471,37513.651808,37513.895791,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,1
68489,548417,0.009845,37542.100568,37542.344610,1, 0, 0, 1,8.760406,-4.644372,-0.838612,-1,2
68489,548418,0.042967,37542.133690,37542.377732,1, 0, 0, 1,4.466129,-1.533501,-2.575298,-1,2
68489,548419,0.140907,37542.231630,37542.475672,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,0
68489,548420,0.374123,37542.464846,37542.708889,1, 0, 0, 1,3.984910,-3.427855,-5.362282,-1,2
68489,548421,0.746292,37542.837014,37543.081058,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,1
68489,548422,0.821325,37542.912047,37543.156091,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,1
68489,548423,1.086093,37543.176814,37543.420858,1, 0, 0, 1,1.874158,2.239013,-15.611303,-1,2
68489,548424,1.232965,37543.323686,37543.567731,1, 0, 0, 1,0.054379,7.130137,-9.423868,-1,2
68489,548425,1.249434,37543.340155,37543.584200,1, 0, 0, 1,-7.113216,2.755176,-12.575612,-1,2
68489,548426,1.306474,37543.397195,37543.641240,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,0
68489,548427,1.416796,37543.507516,37543.751561,1, 0, 0, 1,-1.944324,-3.645496,-10.433087,-1,2
68489,548428,1.435504,37543.526224,37543.770270,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,0
68489,548429,1.554274,37543.644994,37543.889040,1, 0, 0, 1,1.569175,-9.429686,-6.820878,-1,2
68489,548430,1.577457,37543.668177,37543.912223,1, 0, 0, 1,-3.012587,-6.574390,-1.507935,-1,2
68489,548431,1.588947,37543.679667,37543.923713,1, 0, 0, 1,-1.387633,0.382961,21.270122,-1,2
68489,548432,1.607176,37543.697896,37543.941942,1, 0, 0, 1,-1.326795,-7.508767,16.830653,-1,2
68489,548433,1.732386,37543.823106,37544.067151,1, 0, 0, 1,-6.461309,0.986077,-6.128326,-1,2
68489,548434,1.775521,37543.866241,37544.110287,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,1
68489,548435,1.919665,37544.010385,37544.254431,1, 1, 1, 1,0.534369,2.543544,14.253018,-1,5
68489,548436,1.997009,37544.087728,37544.331775,0, 0, 0, 0,-99.000000,-99.000000,-99.000000,-1,1
68489,548437,2.001668,37544.092387,37544.336434,1, 0, 0, 1,-3.059522,9.330651,-8.928443,-1,2
