Run Number,Plot Time (Time axis of TAPlot),OfficialTime (run time),SIS Channel, SIS Module,Counts
68508,0.017049099999894679,5496.0447357000003,3,0,1
68508,0.028465800000049057,5496.0561524000004,3,0,2
68508,0.04899699999987206,5496.0766836000003,3,0,2
68508,0.049265799999375304,5496.0769523999998,3,0,1
68508,0.049729299999853538,5496.0774159000002,3,0,1
68508,0.049813099999482802,5496.0774996999999,6,0,1
68508,0.049813099999482802,5496.0774996999999,7,0,1
68508,0.054855999999745109,5496.0825426000001,3,0,2
68508,0.06104959999993298,5496.0887362000003,3,0,1
68508,0.073922900000070513,5496.1016095000004,3,0,1
68508,0.074347599999782688,5496.1020342000002,3,0,1
68508,0.077349799999865354,5496.1050364000002,6,0,1
68508,0.077349799999865354,5496.1050364000002,7,0,1
68508,0.094887999999627937,5496.1225746,6,0,1
68508,0.094887999999627937,5496.1225746,7,0,1
68508,0.10986469999988913,5496.1375513000003,3,0,2
68508,0.11256520000006276,5496.1402518000004,3,0,2
68508,0.11384889999953884,5496.1415354999999,3,0,2
68508,0.14059389999965788,5496.1682805,6,0,1
68508,0.14059389999965788,5496.1682805,7,0,1
68508,0.14059389999965788,5496.1682805,3,0,1
68508,0.16817459999947459,5496.1958611999999,3,0,2
68508,0.17090939999980037,5496.1985960000002,3,0,2
68508,0.17432409999946685,5496.2020106999998,3,0,1
68508,0.18620999999984633,5496.2138966000002,3,0,1
68508,0.21072719999938272,5496.2384137999998,6,0,1
68508,0.21072719999938272,5496.2384137999998,7,0,1
68508,0.21148759999960021,5496.2391742,6,0,1
68508,0.21148759999960021,5496.2391742,7,0,1
68508,0.23184589999982563,5496.2595325000002,3,0,1
68508,0.26540209999984654,5496.2930887000002,3,0,1
68508,0.27385209999920335,5496.3015386999996,3,0,2
68508,0.28361989999939397,5496.3113064999998,3,0,1
68508,0.28572899999926449,5496.3134155999996,3,0,2
68508,0.29268919999958598,5496.3203758,3,0,1
68508,0.29303549999985989,5496.3207221000002,3,0,2
68508,0.30644839999968099,5496.3341350000001,6,0,1
68508,0.30644839999968099,5496.3341350000001,7,0,1
68508,0.3599248999998963,5496.3876115000003,3,0,1
68508,0.37657629999921483,5496.4042628999996,3,0,2
68508,0.38046359999952983,5496.4081501999999,3,0,1
68508,0.3884567999994033,5496.4161433999998,3,0,1
68508,0.39255119999961607,5496.4202378,3,0,1
68508,0.39439509999920119,5496.4220816999996,3,0,2
68508,0.40390579999984766,5496.4315924000002,3,0,1
68508,0.4418839999998454,5496.4695706000002,6,0,1
68508,0.4418839999998454,5496.4695706000002,7,0,1
68508,0.44561679999969783,5496.4733034000001,3,0,1
68508,0.44679909999922529,5496.4744856999996,3,0,1
