runNumber, ProgramName, Run Start (Unixtime), Run stop (Unixtime), Duration (s), Run Start, Run Stop, Raw N Hits (Mode), Raw N Hits (Mean), Raw P Hits (Mode), Raw P Hits (Mean), Hits (Mode), Hits (Mean), Tracks (Mode), Tracks (Mean), nSVDEvents, n Verts (Sum), n Verts (Mean), Vert Rate (Hz), Pass Cuts (Sum), Pass Cuts (Mean), Pass Cut Rate (Hz),Last VF48 Event Time,Compilation Date, Analysis Host, Git Branch, Git date, Git hash, Git Hash (long), Git diff (shortstat),
68498,alphaAnalysis.exe,1693946663,1694001594,54931,Tue Sep  5 22:44:23 2023,Wed Sep  6 13:59:54 2023,169,174.651209,68,79.010699,6,19.411187,2,2.070116,779100,527673,0.677285,9.606106,171459,0.220073,3.121352,54925.091839,2023-09-21	21:18:08,UNKNOWN,A2Run_2023,2023-09-21	15:22:45,eec4898c,eec4898c9bc630f15dbbcbf962636be24f0ea392, 10 files changed; 68 insertions(+); 16 deletions(-),
