Run Number,Min Time,Max Time,Zero Time
68475,35145.526482,35145.596925,35145.526482
68475,35219.539332,35222.598412,35219.539332
68475,35145.608925,35146.623009,35145.608925
68475,35148.645038,35148.647038,35148.645038
68475,35150.669068,35150.671068,35150.669068
68475,35152.693097,35152.695097,35152.693097
68475,35154.717127,35154.719127,35154.717127
68475,35156.741157,35156.743157,35156.741157
68475,35158.765186,35158.767186,35158.765186
68475,35160.789216,35160.791216,35160.789216
68475,35162.813245,35162.815245,35162.813245
68475,35164.837275,35164.839275,35164.837275
68475,35166.861305,35166.863305,35166.861305
68475,35168.885334,35168.887334,35168.885334
68475,35170.909364,35170.911364,35170.909364
68475,35172.933393,35172.935393,35172.933393
68475,35174.957423,35174.959423,35174.957423
68475,35176.981452,35176.983452,35176.981452
68475,35179.005482,35179.007482,35179.005482
68475,35181.029512,35181.031512,35181.029512
68475,35183.053541,35183.108800,35183.053541
68475,35185.130830,35185.132830,35185.130830
68475,35187.154859,35187.156859,35187.154859
68475,35189.178889,35189.180889,35189.178889
68475,35191.202918,35191.204918,35191.202918
68475,35193.226948,35193.228948,35193.226948
68475,35195.250977,35195.252978,35195.250977
68475,35197.275007,35197.277007,35197.275007
68475,35199.299037,35199.301037,35199.299037
68475,35201.323066,35201.325066,35201.323066
68475,35203.347096,35203.349096,35203.347096
68475,35205.371125,35205.373125,35205.371125
68475,35207.395155,35207.397155,35207.395155
68475,35209.419185,35209.421185,35209.419185
68475,35211.443214,35211.445214,35211.443214
68475,35213.467244,35213.469244,35213.467244
68475,35215.491273,35215.493273,35215.491273
68475,35217.515303,35217.517303,35217.515303
68475,35230.900962,35230.923265,35230.900962
68475,35304.865713,35307.924372,35304.865713
68475,35230.935265,35231.949368,35230.935265
68475,35233.971398,35233.973398,35233.971398
68475,35235.995427,35235.997427,35235.995427
68475,35238.019457,35238.021457,35238.019457
68475,35240.043487,35240.045487,35240.043487
68475,35242.067516,35242.069516,35242.067516
68475,35244.091546,35244.093546,35244.091546
68475,35246.115575,35246.117575,35246.115575
68475,35248.139605,35248.141605,35248.139605
68475,35250.163635,35250.165635,35250.163635
68475,35252.187664,35252.189664,35252.187664
68475,35254.211694,35254.213694,35254.211694
68475,35256.235723,35256.237723,35256.235723
68475,35258.259753,35258.261753,35258.259753
68475,35260.283782,35260.285782,35260.283782
68475,35262.307812,35262.309812,35262.307812
68475,35264.331842,35264.333842,35264.331842
68475,35266.355871,35266.357871,35266.355871
68475,35268.379901,35268.435181,35268.379901
68475,35270.457210,35270.459211,35270.457210
68475,35272.481240,35272.483240,35272.481240
68475,35274.505270,35274.507270,35274.505270
68475,35276.529299,35276.531299,35276.529299
68475,35278.553329,35278.555329,35278.553329
68475,35280.577358,35280.579358,35280.577358
68475,35282.601388,35282.603388,35282.601388
68475,35284.625417,35284.627417,35284.625417
68475,35286.649447,35286.651447,35286.649447
68475,35288.673477,35288.675477,35288.673477
68475,35290.697506,35290.699506,35290.697506
68475,35292.721536,35292.723536,35292.721536
68475,35294.745565,35294.747565,35294.745565
68475,35296.769595,35296.771595,35296.769595
68475,35298.793625,35298.795625,35298.793625
68475,35300.817654,35300.819654,35300.817654
68475,35302.841684,35302.843684,35302.841684
68475,35515.529489,35515.596195,35515.529489
68475,35589.539522,35592.605675,35589.539522
68475,35515.608195,35516.622394,35515.608195
68475,35518.644423,35518.646423,35518.644423
68475,35520.668453,35520.670453,35520.668453
68475,35522.692483,35522.694483,35522.692483
68475,35524.716512,35524.718512,35524.716512
68475,35526.740542,35526.742542,35526.740542
68475,35528.764571,35528.766571,35528.764571
68475,35530.788601,35530.790601,35530.788601
68475,35532.812631,35532.814631,35532.812631
68475,35534.836660,35534.838660,35534.836660
68475,35536.860690,35536.862690,35536.860690
68475,35538.884719,35538.886719,35538.884719
68475,35540.908749,35540.910749,35540.908749
68475,35542.932779,35542.934779,35542.932779
68475,35544.956808,35544.958808,35544.956808
68475,35546.980838,35546.982838,35546.980838
68475,35549.004867,35549.006867,35549.004867
68475,35551.028897,35551.030897,35551.028897
68475,35553.052927,35553.108990,35553.052927
68475,35555.131019,35555.133019,35555.131019
68475,35557.155049,35557.157049,35557.155049
68475,35559.179078,35559.181078,35559.179078
68475,35561.203108,35561.205108,35561.203108
68475,35563.227138,35563.229138,35563.227138
68475,35565.251167,35565.253167,35565.251167
68475,35567.275197,35567.277197,35567.275197
68475,35569.299226,35569.301226,35569.299226
68475,35571.323256,35571.325256,35571.323256
68475,35573.347286,35573.349286,35573.347286
68475,35575.371315,35575.373315,35575.371315
68475,35577.395345,35577.397345,35577.395345
68475,35579.419374,35579.421374,35579.419374
68475,35581.443404,35581.445404,35581.443404
68475,35583.467434,35583.469434,35583.467434
68475,35585.491463,35585.493463,35585.491463
68475,35587.515493,35587.517493,35587.515493
68475,35600.904641,35600.928525,35600.904641
68475,35674.870915,35677.938314,35674.870915
68475,35600.940525,35601.954626,35600.940525
68475,35603.976656,35603.978656,35603.976656
68475,35606.000686,35606.002686,35606.000686
68475,35608.024715,35608.026715,35608.024715
68475,35610.048745,35610.050745,35610.048745
68475,35612.072774,35612.074774,35612.072774
68475,35614.096804,35614.098804,35614.096804
68475,35616.120833,35616.122833,35616.120833
68475,35618.144863,35618.146863,35618.144863
68475,35620.168893,35620.170893,35620.168893
68475,35622.192922,35622.194922,35622.192922
68475,35624.216952,35624.218952,35624.216952
68475,35626.240981,35626.242981,35626.240981
68475,35628.265011,35628.267011,35628.265011
68475,35630.289040,35630.291041,35630.289040
68475,35632.313070,35632.315070,35632.313070
68475,35634.337100,35634.339100,35634.337100
68475,35636.361129,35636.363129,35636.361129
68475,35638.385159,35638.440383,35638.385159
68475,35640.462412,35640.464412,35640.462412
68475,35642.486442,35642.488442,35642.486442
68475,35644.510471,35644.512471,35644.510471
68475,35646.534501,35646.536501,35646.534501
68475,35648.558530,35648.560530,35648.558530
68475,35650.582560,35650.584560,35650.582560
68475,35652.606590,35652.608590,35652.606590
68475,35654.630619,35654.632619,35654.630619
68475,35656.654649,35656.656649,35656.654649
68475,35658.678678,35658.680678,35658.678678
68475,35660.702708,35660.704708,35660.702708
68475,35662.726738,35662.728738,35662.726738
68475,35664.750767,35664.752767,35664.750767
68475,35666.774797,35666.776797,35666.774797
68475,35668.798826,35668.800826,35668.798826
68475,35670.822856,35670.824856,35670.822856
