Run Number,Plot Time (Time axis of TAPlot),OfficialTime (run time),SIS Channel, SIS Module,Counts
68498,0.0086567000034847297,41383.447461800002,6,0,1
68498,0.0086567000034847297,41383.447461800002,7,0,1
68498,0.010370800002419855,41468.815765899999,3,0,2
68498,0.011482100002467632,41810.181767200003,3,0,2
68498,0.010978799997246824,41895.542873899998,3,0,1
68498,0.0051516000021365471,42066.1742667,3,0,2
68498,0.0010380000021541491,42151.4910131,6,0,1
68498,0.0010380000021541491,42151.4910131,7,0,1
68498,0.0015753000043332577,42151.491550400002,3,0,1
68498,0.0039981000008992851,42440.9760532,3,0,1
68498,0.0037713999990955926,42782.4227465,3,0,1
68498,0.0068706999954883941,42782.425845799997,3,0,1
68498,0.0031124000015552156,42867.796687499998,3,0,2
68498,0.0059478000039234757,42867.799522900001,3,0,2
68498,0.010927099996479228,42953.179862199999,3,0,2
68498,0.0033000999974319711,43123.871465199998,3,0,1
68498,0.010178500000620261,43123.878343600001,3,0,1
68498,0.0079463000001851469,43434.574601400003,6,0,1
68498,0.0079463000001851469,43434.574601400003,7,0,1
68498,0.0040485999998054467,43519.929543699996,3,0,2
68498,0.011072699999203905,43605.2821578,3,0,1
68498,0.00061140000616433099,43690.637056500003,3,0,1
68498,0.007278299999597948,43690.643723399997,3,0,1
68498,4.4400003389455378e-05,43775.995329500001,3,0,2
68498,0.010742200000095181,43776.006027299998,3,0,1
68498,2.0200001017656177e-05,44032.0891453,3,0,1
68498,0.0026533999989624135,44032.091778499998,3,0,1
68498,0.0061466999977710657,44032.095271799997,3,0,2
68498,0.00069800000346731395,44117.409933100003,3,0,1
68498,0.009696499997517094,44117.418931599997,3,0,2
68498,0.0033849999963422306,44202.742730099999,3,0,1
68498,0.0096560999954817817,44202.749001199998,3,0,1
68498,0.011102199998276774,44202.750447300001,3,0,2
68498,0.0044617000021389686,44514.254696800002,3,0,1
68498,0.005404600000474602,44514.255639700001,3,0,2
68498,0.007717899999988731,44684.956633000002,3,0,1
68498,0.0039584999976796098,44770.3012236,3,0,1
68498,0.0051639999946928583,44770.302429099997,3,0,1
68498,0.0059127999993506819,44855.6757879,3,0,2
68498,0.0094609000007039867,44855.679336000001,3,0,1
68498,0.0011214999976800755,45197.140156599999,3,0,1
68498,0.0012152000053902157,45282.534370300004,3,0,1
68498,0.0012742000035359524,45282.534429300002,3,0,1
68498,0.0047320000012405217,45759.7368671,3,0,2
68498,0.0010062000001198612,45845.064241300002,3,0,2
68498,0.0044139999954495579,45930.422019099999,6,0,1
68498,0.0044139999954495579,45930.422019099999,7,0,1
68498,0.0063792999935685657,45930.423984399997,3,0,2
68498,0.011785199996666051,45930.4293903,3,0,1
68498,0.0060951999985263683,46101.168400299997,6,0,1
68498,0.0060951999985263683,46101.168400299997,7,0,1
68498,0.0060951999985263683,46101.168400299997,3,0,1
68498,0.0092083999988972209,46101.171513499998,3,0,2
68498,0.010078700004669372,46101.172383800003,3,0,1
68498,0.0024335000052815303,46186.524088600003,3,0,2
68498,0.0053565999987768009,46186.527011699996,3,0,1
68498,0.0036184999989927746,46271.887143599997,3,0,1
68498,0.0080539000045973808,46271.891579000003,3,0,2
68498,0.001145199996244628,46357.255770299998,3,0,1
68498,0.010661200001777615,47733.027566299999,3,0,1
