Run Number,Plot Time (Time axis of TAPlot),OfficialTime (run time),SIS Channel, SIS Module,Counts
68489,4.6799999836366624e-05,44564.941838999999,3,0,1
68489,0.030362600002263207,44564.972154800002,3,0,2
68489,0.038237400003708899,44564.980029600003,3,0,2
68489,0.038859699998283759,44564.980651899998,3,0,1
68489,0.061086000001523644,44565.002878200001,3,0,1
68489,0.066547299997182563,44565.008339499997,3,0,1
68489,0.10767009999835864,44565.049462299998,3,0,1
68489,0.12705709999863757,44565.068849299998,3,0,1
68489,0.13437240000348538,44565.076164600003,3,0,2
68489,0.14210610000009183,44565.083898299999,3,0,2
68489,0.15100440000242088,44565.092796600002,3,0,2
68489,0.15366480000375304,44565.095457000003,3,0,2
68489,0.1634665000019595,44565.105258700001,3,0,2
68489,0.16531769999710377,44565.107109899996,3,0,2
68489,0.16952090000268072,44565.111313100002,6,0,1
68489,0.16952090000268072,44565.111313100002,7,0,1
68489,0.1783923999973922,44565.120184599997,3,0,1
68489,0.18126270000357181,44565.123054900003,6,0,1
68489,0.18126270000357181,44565.123054900003,7,0,1
68489,0.18525719999888679,44565.127049399998,3,0,1
68489,0.18575650000275346,44565.127548700002,3,0,1
68489,0.19497360000241315,44565.136765800002,3,0,1
68489,0.19862309999734862,44565.140415299997,3,0,2
68489,0.19913760000054026,44565.1409298,3,0,2
68489,0.20426140000199666,44565.146053600001,3,0,1
68489,0.21148750000429573,44565.153279700004,3,0,2
68489,0.21701249999750871,44565.158804699997,6,0,1
68489,0.21701249999750871,44565.158804699997,7,0,1
68489,0.23591029999806779,44565.177702499997,3,0,1
68489,0.24117439999827184,44565.182966599998,3,0,2
68489,0.24179430000367574,44565.183586500003,3,0,2
68489,0.24419080000370741,44565.185983000003,3,0,1
68489,0.2626181000014185,44565.204410300001,6,0,1
68489,0.2626181000014185,44565.204410300001,7,0,1
68489,0.26537719999760156,44565.207169399997,3,0,1
68489,0.2899496000027284,44565.231741800002,3,0,2
68489,0.29344120000314433,44565.235233400002,3,0,2
68489,0.30187770000338787,44565.243669900003,3,0,1
68489,0.3039139000029536,44565.245706100002,3,0,1
68489,0.31807560000015656,44565.259867799999,3,0,1
68489,0.31993779999902472,44565.261729999998,3,0,2
68489,0.32680640000035055,44565.2685986,3,0,1
68489,0.33504279999760911,44565.276834999997,3,0,1
68489,0.34391409999807365,44565.285706299997,3,0,1
68489,0.34792349999770522,44565.289715699997,3,0,1
68489,0.35129649999726098,44565.293088699997,3,0,2
68489,0.35414550000132294,44565.295937700001,3,0,1
