Run Number,Min Time,Max Time,Zero Time
68452,28925.654795,28935.676863,28925.654795
68452,28955.761177,28965.783245,28955.761177
68452,28985.867588,28995.889655,28985.867588
68452,29015.973986,29025.996054,29015.973986
68452,29046.080405,29056.102473,29046.080405
68452,29076.186758,29086.208826,29076.186758
68452,29106.293584,29116.315652,29106.293584
68452,29136.399998,29146.422066,29136.399998
68452,29166.506347,29176.528415,29166.506347
68452,29196.612770,29206.634838,29196.612770
68452,29238.100063,29248.122130,29238.100063
68452,29268.206330,29278.228397,29268.206330
68452,29298.312780,29308.334848,29298.312780
68452,29328.419163,29338.441231,29328.419163
68452,29358.525640,29368.547708,29358.525640
68452,29388.632116,29398.654183,29388.632116
68452,29418.738549,29428.760617,29418.738549
68452,29448.845032,29458.867099,29448.845032
68452,29478.951548,29488.973616,29478.951548
68452,29509.057878,29519.079946,29509.057878
68452,29550.535729,29560.557797,29550.535729
68452,29580.642080,29590.664148,29580.642080
68452,29610.748638,29620.770705,29610.748638
68452,29640.854992,29650.877060,29640.854992
68452,29670.961574,29680.983642,29670.961574
68452,29701.067845,29711.089912,29701.067845
68452,29731.174313,29741.196381,29731.174313
68452,29761.280587,29771.302654,29761.280587
68452,29791.387006,29801.409073,29791.387006
68452,29821.493282,29831.515350,29821.493282
68452,30250.409199,30260.431267,30250.409199
68452,30280.515691,30290.537759,30280.515691
68452,30310.622098,30320.644166,30310.622098
68452,30340.728448,30350.750516,30340.728448
68452,30370.834802,30380.856869,30370.834802
68452,30400.941770,30410.963838,30400.941770
68452,30431.048885,30441.070952,30431.048885
68452,30461.155347,30471.177415,30461.155347
68452,30491.261728,30501.283795,30491.261728
68452,30521.368205,30531.390272,30521.368205
68452,31053.374740,31063.396808,31053.374740
68452,31083.481055,31093.503122,31083.481055
68452,31113.587498,31123.609566,31113.587498
68452,31143.693887,31153.715955,31143.693887
68452,31173.800313,31183.822380,31173.800313
68452,31203.906586,31213.928653,31203.906586
68452,31234.013039,31244.035107,31234.013039
68452,31264.119424,31274.141491,31264.119424
68452,31294.225757,31304.247825,31294.225757
68452,31324.332121,31334.354189,31324.332121
68452,31427.870706,31437.892773,31427.870706
68452,31457.995960,31468.018027,31457.995960
68452,31488.121355,31498.143423,31488.121355
68452,31853.685836,31863.707903,31853.685836
68452,31883.811227,31893.833295,31883.811227
68452,31913.936558,31923.958625,31913.936558
68452,31944.061970,31954.084038,31944.061970
68452,31974.187274,31984.209342,31974.187274
68452,32004.312754,32014.334822,32004.312754
68452,32034.438222,32044.460290,32034.438222
68452,32064.563557,32074.585625,32064.563557
68452,32094.688871,32104.710939,32094.688871
68452,32124.814307,32134.836375,32124.814307
68452,32328.575429,32338.597497,32328.575429
68452,32358.701362,32368.723430,32358.701362
68452,32388.826776,32398.848844,32388.826776
68452,32418.952252,32428.974319,32418.952252
68452,32449.077685,32459.099752,32449.077685
68452,32479.203194,32489.225261,32479.203194
68452,32509.328539,32519.350606,32509.328539
68452,32539.453899,32549.475966,32539.453899
68452,32569.579291,32579.601359,32569.579291
68452,32599.704663,32609.726730,32599.704663
68452,32703.275746,32713.297814,32703.275746
68452,32733.401079,32743.423147,32733.401079
68452,32763.526997,32773.549065,32763.526997
68452,32793.652307,32803.674375,32793.652307
68452,32823.777704,32833.799772,32823.777704
68452,32853.903097,32863.925165,32853.903097
68452,32884.028459,32894.050527,32884.028459
68452,32914.153852,32924.175919,32914.153852
68452,32944.279316,32954.301383,32944.279316
68452,32974.404794,32984.426861,32974.404794
68452,33015.906087,33025.928155,33015.906087
68452,33046.031470,33056.053538,33046.031470
68452,33076.156856,33086.178924,33076.156856
68452,33106.282226,33116.304294,33106.282226
68452,33136.407658,33146.429726,33136.407658
68452,33166.532962,33176.555030,33166.532962
68452,33196.658496,33206.680563,33196.658496
68452,33226.783926,33236.805993,33226.783926
68452,33256.909237,33266.931305,33256.909237
68452,33287.034730,33297.056797,33287.034730
68452,33328.565692,33338.587760,33328.565692
68452,33358.691081,33368.713148,33358.691081
68452,33388.816482,33398.838550,33388.816482
68452,33418.941994,33428.964061,33418.941994
68452,33449.067405,33459.089473,33449.067405
68452,33479.192726,33489.214793,33479.192726
68452,33509.318061,33519.340129,33509.318061
68452,33539.444076,33549.466144,33539.444076
68452,33569.569365,33579.591433,33569.569365
68452,33599.694691,33609.716759,33599.694691
68452,33969.769962,33979.792030,33969.769962
68452,33999.895454,34009.917521,33999.895454
68452,34030.020767,34040.042835,34030.020767
68452,34060.146141,34070.168209,34060.146141
68452,34090.271621,34100.293688,34090.271621
68452,34120.397018,34130.419085,34120.397018
68452,34150.522364,34160.544431,34150.522364
68452,34180.647831,34190.669899,34180.647831
68452,34210.773184,34220.795252,34210.773184
68452,34240.898620,34250.920688,34240.898620
