Run Number,Plot Time (Time axis of TAPlot),OfficialTime (run time),SIS Channel, SIS Module,Counts
68475,0.0041427000032854266,34489.4523472,3,0,1
68475,0.035650200006784871,34489.483854700004,3,0,1
68475,0.098422900002333336,34489.546627399999,6,0,1
68475,0.098422900002333336,34489.546627399999,7,0,1
68475,0.10600940000585979,34489.554213900003,3,0,2
68475,0.11602540000603767,34489.564229900003,3,0,1
68475,0.13649730000179261,34489.584701799999,3,0,2
68475,0.14891010000428651,34489.597114600001,3,0,1
68475,0.14953240000613732,34489.597736900003,3,0,1
68475,0.15173970000614645,34489.599944200003,3,0,1
68475,0.15288260000670562,34489.601087100003,3,0,1
68475,0.15349100000457838,34489.601695500001,6,0,1
68475,0.15349100000457838,34489.601695500001,7,0,1
68475,0.1660150000025169,34489.614219499999,3,0,1
68475,0.18274780000501778,34489.630952300002,3,0,1
68475,0.19045700000424404,34489.638661500001,3,0,2
68475,0.19937040000513662,34489.647574900002,3,0,2
68475,0.2251412000041455,34489.673345700001,3,0,2
68475,0.22723910000058822,34489.675443599997,6,0,1
68475,0.22723910000058822,34489.675443599997,7,0,1
68475,0.24901860000682063,34489.697223100004,3,0,1
68475,0.25116910000360804,34489.6993736,3,0,2
68475,0.2648412000053213,34489.713045700002,6,0,1
68475,0.2648412000053213,34489.713045700002,7,0,1
68475,0.26910889999999199,34489.717313399997,3,0,2
68475,0.26976780000404688,34489.717972300001,3,0,2
68475,0.27324740000040038,34489.721451899997,3,0,1
68475,0.28062640000280226,34489.7288309,3,0,2
68475,0.30809730000328273,34489.7563018,3,0,1
68475,0.31078990000241902,34489.758994399999,6,0,1
68475,0.31078990000241902,34489.758994399999,7,0,1
68475,0.32059719999961089,34489.768801699996,3,0,2
68475,0.32248590000381228,34489.770690400001,3,0,2
68475,0.33487240000249585,34489.783076899999,3,0,1
68475,0.33931750000192551,34489.787521999999,3,0,1
68475,0.34118490000400925,34489.789389400001,3,0,1
68475,0.34312130000034813,34489.791325799997,3,0,2
68475,0.35408400000596885,34489.802288500003,3,0,1
68475,0.35711180000362219,34489.8053163,3,0,1
68475,0.3622453000061796,34489.810449800003,3,0,2
68475,0.37045070000021951,34489.818655199997,3,0,2
68475,0.37750980000419077,34489.825714300001,3,0,1
68475,0.38310980000096606,34489.831314299998,3,0,2
68475,0.42328010000346694,34489.8714846,3,0,1
68475,0.42681509999965783,34489.875019599996,3,0,1
68475,0.43300190000445582,34489.881206400001,3,0,1
68475,0.43863090000377269,34489.886835400001,6,0,1
68475,0.43863090000377269,34489.886835400001,7,0,1
