Run Number,Min Time,Max Time,Zero Time
68498,39468.679471,41383.392006,39468.679471
68498,41460.441568,41468.741461,41460.441568
68498,41545.815352,41554.100205,41545.815352
68498,41631.155408,41639.468140,41631.155408
68498,41716.534317,41724.780809,41716.534317
68498,41801.876095,41810.144189,41801.876095
68498,41887.182412,41895.476713,41887.182412
68498,41972.535752,41980.839093,41972.535752
68498,42057.864074,42066.138557,42057.864074
68498,42143.178156,42151.470121,42143.178156
68498,42228.500473,42355.542393,42228.500473
68498,42432.593658,42440.900935,42432.593658
68498,42517.996958,42526.310759,42517.996958
68498,42603.361114,42611.659715,42603.361114
68498,42688.719645,42697.029940,42688.719645
68498,42774.065633,42782.378961,42774.065633
68498,42859.421230,42867.741532,42859.421230
68498,42944.799211,42953.098520,42944.799211
68498,43030.172447,43038.462319,43030.172447
68498,43115.502151,43123.830492,43115.502151
68498,43200.884681,43434.508635,43200.884681
68498,43511.571015,43519.866853,43511.571015
68498,43596.925518,43605.221805,43596.925518
68498,43682.275061,43690.582189,43682.275061
68498,43767.657287,43775.943543,43767.657287
68498,43852.997302,43861.319286,43852.997302
68498,43938.385258,43946.676340,43938.385258
68498,44023.730707,44032.024883,44023.730707
68498,44109.089647,44117.399569,44109.089647
68498,44194.412198,44202.717031,44194.412198
68498,44279.757214,44514.178520,44279.757214
68498,44591.272065,44599.552005,44591.272065
68498,44676.600511,44684.902997,44676.600511
68498,44761.949549,44770.285765,44761.949549
68498,44847.298277,44855.618897,44847.298277
68498,44932.675451,44940.981643,44932.675451
68498,45018.056358,45026.402583,45018.056358
68498,45103.424151,45111.743324,45103.424151
68498,45188.792713,45197.109832,45188.792713
68498,45274.143334,45282.466405,45274.143334
68498,45359.556984,45588.940080,45359.556984
68498,45666.014946,45674.313483,45666.014946
68498,45751.380225,45759.709491,45751.380225
68498,45836.739587,45845.024201,45836.739587
68498,45922.073943,45930.392439,45922.073943
68498,46007.421678,46015.739138,46007.421678
68498,46092.800662,46101.101243,46092.800662
68498,46178.166670,46186.463093,46178.166670
68498,46263.528764,46271.818951,46263.528764
68498,46348.894259,46357.181188,46348.894259
68498,46434.291661,47732.947443,46434.291661
68498,47810.049984,47838.471338,47810.049984
68498,47915.507334,47923.828923,47915.507334
68498,48000.872347,48009.198231,48000.872347
68498,48086.230115,48094.544044,48086.230115
68498,48171.601899,48179.911981,48171.601899
68498,48256.977503,48265.308445,48256.977503
68498,48342.344862,48350.620811,48342.344862
68498,48427.709440,48435.984425,48427.709440
68498,48513.029670,48521.341285,48513.029670
68498,48598.400194,48640.303688,48598.400194
68498,48717.346178,48725.660778,48717.346178
68498,48802.692074,48811.024908,48802.692074
68498,48888.096378,48896.419390,48888.096378
68498,48973.453674,48981.750921,48973.453674
68498,49058.810980,49067.109983,49058.810980
68498,49144.129887,49152.425651,49144.129887
68498,49229.471915,49237.781236,49229.471915
68498,49314.836827,49323.149401,49314.836827
68498,49400.186791,49408.524022,49400.186791
68498,49485.580810,49498.060784,49485.580810
68498,49575.138673,49583.428953,49575.138673
68498,49660.479463,49668.780558,49660.479463
68498,49745.858701,49754.140306,49745.858701
68498,49831.202874,49839.508118,49831.202874
68498,49916.581418,49924.906087,49916.581418
68498,50001.947260,50010.268363,50001.947260
68498,50087.324852,50095.629715,50087.324852
68498,50172.689237,50180.981340,50172.689237
68498,50258.026309,50266.300982,50258.026309
68498,50343.437438,50355.862640,50343.437438
68498,50432.911633,50441.181960,50432.911633
68498,50518.256118,50526.549243,50518.256118
68498,50603.609527,50611.938900,50603.609527
68498,50688.965758,50697.280834,50688.965758
68498,50774.331151,50782.621044,50774.331151
68498,50859.650023,50867.952663,50859.650023
68498,50944.996337,50953.303046,50944.996337
68498,51030.362830,51038.701124,51030.362830
68498,51115.732886,51124.047587,51115.732886
68498,51201.089566,51213.584119,51201.089566
68498,51290.666696,51298.996906,51290.666696
68498,51376.084272,51384.341455,51376.084272
68498,51461.427322,51469.699473,51461.427322
68498,51546.761242,51555.058762,51546.761242
68498,51632.129741,51640.445814,51632.129741
68498,51717.495054,51725.786702,51717.495054
68498,51802.832387,51811.145438,51802.832387
68498,51888.178836,51896.462153,51888.178836
68498,51973.535397,51981.823107,51973.535397
68498,52058.909254,52233.380769,52058.909254
68498,52310.454523,52318.759185,52310.454523
68498,52395.802160,52404.102761,52395.802160
68498,52481.183087,52489.463822,52481.183087
68498,52566.527507,52574.846376,52566.527507
68498,52651.891711,52660.203945,52651.891711
68498,52737.220551,52745.504599,52737.220551
68498,52822.560664,52830.877294,52822.560664
68498,52907.936263,52916.218440,52907.936263
68498,52993.292945,53001.589991,52993.292945
